name,category_code,total_money_raised,country_code,city,address,zip_code,latitude,longitude
Hands-On Mobile,mobile,$30M,USA,San Francisco,,,37.775196,-122.419204
Napera Networks,network_hosting,$6M,USA,Bellevue,4957 Lakemont Blvd SE,98006,47.578174,-122.212731
SAVO,software,$44M,USA,Chicago,155 N Wacker Drive,60606,41.87675,-87.640458
Coremetrics,advertising,$91M,USA,San Mateo,1840 Gateway Drive,94404,37.55873,-122.27992
LivingSocial,ecommerce,$935M,USA,Washington D.C.,1445 New York Ave NW,20005,,
Carbonetworks,cleantech,$5M,USA,San Francisco,1700 Montgomery St,94111,37.805289,-122.404448
1C Company,software,$200M,RUS,Moscow,ul. Seleznevskaya 21,123056,,
Douban,web,$59M,CHN,Beijing,Jiuxianqiao,100005,,
Brocade Communications Systems,network_hosting,$300M,USA,San Jose,1901 Guadalupe Pky,95131,37.376066,-121.926678
Buysight,advertising,$24M,USA,Palo Alto,"395 Page Mill Rd, 3rd Floor",94306,37.425359,-122.1389633
SubHub,network_hosting,$1M,GBR,Cardiff,The Studios,CF10 5FZ,,
Ku6,games_video,$40M,CHN,Beijing,,,,
Juniper Networks,security,$102M,USA,Sunnyvale,1194 North Mathilda Avenue,94089-1206,37.409123,-122.025646
Yatra online,travel,$22M,IND,Gurgaon,Gorund Floor Tower A,122001,28.4404308,77.0789194
Moondo,games_video,$6M,,,,,,
iStreamPlanet,games_video,$15M,USA,Las Vegas,6630 West Arby Ave.,89118,36.059658,-115.23671
Crowd Technologies,other,$1M,USA,Los Altos,450 First St.,94022,37.374755,-122.115532
Livebookings,advertising,$63M,DEU,,,,,
Admeld,advertising,$30M,USA,New York,One Madison Ave,10010,40.755253,-73.992152
Roamware,mobile,$14M,USA,San Jose,3031 Tisch Way,95128,37.317799,-121.947497
SpringSource,software,$25M,USA,San Mateo,411 Borel Avenue,CA 94402,,
Telnic,search,$35M,GBR,London,37 Percy Street,W1T 2DJ,51.518107,-0.134078
Six Degrees Games,games_video,$18M,USA,Marina del Rey,4223 Glencoe Boulevard,90292,,
Garena,web,$2M,SGP,Singapore,,,,
BiggerBoat,web,$5M,,,,,,
Airbnb,travel,$326M,USA,San Francisco,888 Brannan Street,94103,,
Covarity,finance,$11M,CAN,Kitchener,2300-30 Duke St. W,N2H 3W5,43.4512353,-80.4892301
AppNexus,advertising,$141M,USA,New York,28 W. 23rd Street,10010,40.7250495,-73.9970912
Dataupia,enterprise,$41M,USA,Cambridge,One Alewife Center,02140,42.3988457,-71.1404961
Xero,software,$244M,NZL,Wellington,3 Market Lane,,,
Pricelock,cleantech,$12M,USA,Redwood City,101 Redwood Shores Parkway,94065,37.518539,-122.254275
GetYourGuide,travel,$16M,CHE,Zurich,GetYourGuide AG,8005,47.3912899,8.5082891
Vantage Media,advertising,$70M,USA,El Segundo,2183 Rosecrans Avenue,90245,33.902696,-118.387511
RadioFrame,mobile,$68M,USA,Redmond,9461 Willows Road NE,98052,47.685626,-122.145808
OZ Communications,software,$34M,CAN,"Montreal, Quebec","Windsor Station, Suite 150",H3B 2S2,45.4965703,-73.5687974
Entone Technologies,hardware,$24M,USA,Cupertino,20863 Stevens Creek Blvd,95014,37.536402,-122.325129
Sharethrough,advertising,$11M,USA,San Francisco,394 Pacific Ave.,94111,37.7976785,-122.4018163
Terapeak,ecommerce,C$5M,CAN,Victoria,3962 Borden Street,V8P 3H8,48.494688,-123.407654
Plastic Logic,other,$196M,DEU,Dresden,An der Bartlake 5,01109,51.12601,13.734177
Paymo,mobile,$5M,USA,San Francisco,300 Broadway Street,94133,37.798684,-122.40264
Canwest,games_video,$24M,CAN,Winnipeg,3100-201 Portage Ave,MB R3B 3L7,,
SpiderOak,web,$2M,USA,Northbrook,555 Huehl Road,60062,42.142261,-87.862305
MyFrontSteps,web,$3M,CAN,Saskatoon,55 -33rd St,S7K 0R8,52.143886,-106.6634565
Veveo,games_video,$14M,USA,Andover,40 Shattuck Road,01810,42.687142,-71.212156
Koolanoo Group,web,$32M,CHN,Beijing,"D/20F, The Place, #9 Guanghua Road",100020,39.905556,116.395833
Recommind,enterprise,$15M,USA,San Francisco,650 California Street,94108,37.796903,-122.404904
MediaVast,,$15M,USA,New York,49 West 27th Street,10001,,
Centrify,network_hosting,$52M,USA,Sunnyvale,785 N. Mary Avenue,94085,37.390918,-122.080843
Likewise Software,software,$10M,USA,Bellevue,15395 SE 30th Place,98007,47.582658,-122.135282
Koofers,education,$7M,USA,Blacksburg,,24060,37.2322135,-80.4164606
Stack Exchange,software,$18M,USA,New York,55 Broadway 26 FL,10006,,
Varolii,software,$11M,USA,Seattle,821 Second Avenue,98104,47.604242,-122.334448
Deeya Energy,cleantech,$15M,USA,Fremont,48611 Warm Springs Blvd,94539,,
NexPlanar,semiconductor,$43M,USA,Hillsboro,7425 NW Evergreen Parkway,97124,45.546481,-122.9021288
Petra Solar,cleantech,$40M,USA,South Plainfield,300-G Corporate Court,07080,,
sliceX,enterprise,$15M,USA,San Jose,"2001 Gateway Place, 610 West",95110,37.3706126,-121.9219538
CyOptics,semiconductor,$77M,USA,Breinigsville,9999 Hamilton Blvd.,18031,,
Sequoia Communications,semiconductor,$74M,USA,San Diego,"15050 Avenue of Science, Suite 100",92128,32.988247,-117.080769
ZManda,software,$13M,USA,Sunnyvale,465 S. Mathilda Ave,94086,37.3725243,-122.035963
Availink,semiconductor,$14M,USA,Germantown,20201 Century Boulevard,20874,,
Advasense,semiconductor,$24M,ISR,Ra'anana,5 Hayetzira Street,43663,,
bTendo,hardware,$7M,ISR,Kfar Saba,17 Atir Yeda St.,44643,,
SiliconBlue Technologies,semiconductor,$57M,USA,Santa Clara,3255 Scott Blvd.,95054,,
AxisMobile,mobile,$3M,ISR,Tel-Aviv,32 Habarzel Street,69710,,
Palo Alto Networks,security,$329M,USA,Santa Clara,3300 Olcott Street,95054,37.410439,-122.016125
travelmob,travel,$1M,SGP,Singapore,71 Ayer Rajah Crescent,139951,21.303049,-157.78907
Onehub,enterprise,$3M,USA,Seattle,105 S Main Street,98104,47.580235,-122.145038
Dayjet,other,$50M,,,,,,
Voxeo,network_hosting,$9M,USA,Orlando,189 South Orange Avenue #1000,32801,,
NitroSecurity,security,$25M,USA,Portsmouth,230 Commerce Way,03801,43.093886,-70.784798
ReTel Technologies,analytics,$1M,USA,San Francisco,,94105,41.78942,-87.596232
Trilliant,hardware,$146M,USA,Redwood City,1100 Island Drive,94065,37.535876,-122.257331
Webroot,security,$108M,USA,Broomfield,385 Interlocken Crescent Blvd,80021,40.02644,-105.2247774
MESoft,software,$6M,USA,Los Angeles,3575 Cahuenga Boulevard West,90068-1341,,
PPTV,games_video,$287M,CHN,Shanghai,Shanghai Zhangjiang Hi-Tech Park,20000,,
Demandbase,analytics,$33M,USA,San Francisco,301 Howard Street,94105,37.796843,-122.400346
Jumptap,mobile,$122M,USA,Boston,155 Seaport Blvd,02210,42.368633,-71.075305
Tonchidot,mobile,$16M,JPN,Tokyo,"2-5-12, Shinjuku",160-0022,,
AdRocket,advertising,$1M,USA,San Francisco,,,37.775196,-122.419204
VideoSurf,hardware,$28M,USA,San Mateo,400 S. El Camino Real,94402,37.561877,-122.325248
Yammer,enterprise,$142M,USA,San Francisco,1355 Market St,94103,37.776246,-122.4179223
Global Crossing,public_relations,$41M,BMU,Hamilton,Wessex House,HM 12,,
TRUECar,transportation,$352M,USA,Santa Monica,225 Santa Monica Blvd.,90401,34.0152942,-118.4965479
Tweegee,games_video,$3M,ISR,Ramat Gan,B.S.R 1,,32.037363,34.8003705
Telespree,software,$1M,USA,San Francisco,185 Berry Street,,37.777092,-122.391011
ConnectSolutions,enterprise,$10M,USA,San Francisco,731 Market Street,94103,37.580093,-122.347745
3scale,enterprise,$5M,ESP,Barcelona,"C/Napols 187, 8",08013,41.406335,2.192023
Pressmart,web,$6M,USA,Irvine,980 Roosevelt,92620,33.69361,-117.765492
Lolapps,web,$4M,USA,San Francisco,116 New Montgomery,94105,37.7870923,-122.3999719
Stylesight,fashion,$26M,USA,NEW YORK,25 W. 39TH STREET,10018,40.730763,-74.000827
Plastyc,finance,$2M,USA,New York,55 Broad Street,10004,,
Chegg,education,$252M,USA,Santa Clara,,,37.352313,-121.967982
Hangout Industries,games_video,$12M,USA,Boston,110 Chauncy Street,02111,42.352835,-71.0609612
InnerRewards,ecommerce,$1M,USA,San Francisco,731 Market Street,94103,37.78691,-122.404403
Finjan,enterprise,$32M,USA,New York,122 East 42nd Street,10168,37.37027,-121.924053
Inadco,advertising,$17M,USA,Palo Alto,445 Sherman Avenue,94306,41.889832,-87.626718
Koolanoo Group,web,$32M,CHN,Beijing,"D/20F, The Place, #9 Guanghua Road",100020,39.905556,116.395833
Recommind,enterprise,$15M,USA,San Francisco,650 California Street,94108,37.796903,-122.404904
MediaVast,,$15M,USA,New York,49 West 27th Street,10001,,
Centrify,network_hosting,$52M,USA,Sunnyvale,785 N. Mary Avenue,94085,37.390918,-122.080843
Likewise Software,software,$10M,USA,Bellevue,15395 SE 30th Place,98007,47.582658,-122.135282
Koofers,education,$7M,USA,Blacksburg,,24060,37.2322135,-80.4164606
Stack Exchange,software,$18M,USA,New York,55 Broadway 26 FL,10006,,
Varolii,software,$11M,USA,Seattle,821 Second Avenue,98104,47.604242,-122.334448
Deeya Energy,cleantech,$15M,USA,Fremont,48611 Warm Springs Blvd,94539,,
NexPlanar,semiconductor,$43M,USA,Hillsboro,7425 NW Evergreen Parkway,97124,45.546481,-122.9021288
Petra Solar,cleantech,$40M,USA,South Plainfield,300-G Corporate Court,07080,,
sliceX,enterprise,$15M,USA,San Jose,"2001 Gateway Place, 610 West",95110,37.3706126,-121.9219538
CyOptics,semiconductor,$77M,USA,Breinigsville,9999 Hamilton Blvd.,18031,,
Sequoia Communications,semiconductor,$74M,USA,San Diego,"15050 Avenue of Science, Suite 100",92128,32.988247,-117.080769
ZManda,software,$13M,USA,Sunnyvale,465 S. Mathilda Ave,94086,37.3725243,-122.035963
Availink,semiconductor,$14M,USA,Germantown,20201 Century Boulevard,20874,,
Advasense,semiconductor,$24M,ISR,Ra'anana,5 Hayetzira Street,43663,,
bTendo,hardware,$7M,ISR,Kfar Saba,17 Atir Yeda St.,44643,,
SiliconBlue Technologies,semiconductor,$57M,USA,Santa Clara,3255 Scott Blvd.,95054,,
AxisMobile,mobile,$3M,ISR,Tel-Aviv,32 Habarzel Street,69710,,
Palo Alto Networks,security,$329M,USA,Santa Clara,3300 Olcott Street,95054,37.410439,-122.016125
travelmob,travel,$1M,SGP,Singapore,71 Ayer Rajah Crescent,139951,21.303049,-157.78907
Onehub,enterprise,$3M,USA,Seattle,105 S Main Street,98104,47.580235,-122.145038
Dayjet,other,$50M,,,,,,
Voxeo,network_hosting,$9M,USA,Orlando,189 South Orange Avenue #1000,32801,,
NitroSecurity,security,$25M,USA,Portsmouth,230 Commerce Way,03801,43.093886,-70.784798
ReTel Technologies,analytics,$1M,USA,San Francisco,,94105,41.78942,-87.596232
Trilliant,hardware,$146M,USA,Redwood City,1100 Island Drive,94065,37.535876,-122.257331
Webroot,security,$108M,USA,Broomfield,385 Interlocken Crescent Blvd,80021,40.02644,-105.2247774
MESoft,software,$6M,USA,Los Angeles,3575 Cahuenga Boulevard West,90068-1341,,
PPTV,games_video,$287M,CHN,Shanghai,Shanghai Zhangjiang Hi-Tech Park,20000,,
Demandbase,analytics,$33M,USA,San Francisco,301 Howard Street,94105,37.796843,-122.400346
Jumptap,mobile,$122M,USA,Boston,155 Seaport Blvd,02210,42.368633,-71.075305
Tonchidot,mobile,$16M,JPN,Tokyo,"2-5-12, Shinjuku",160-0022,,
AdRocket,advertising,$1M,USA,San Francisco,,,37.775196,-122.419204
VideoSurf,hardware,$28M,USA,San Mateo,400 S. El Camino Real,94402,37.561877,-122.325248
Yammer,enterprise,$142M,USA,San Francisco,1355 Market St,94103,37.776246,-122.4179223
Global Crossing,public_relations,$41M,BMU,Hamilton,Wessex House,HM 12,,
TRUECar,transportation,$352M,USA,Santa Monica,225 Santa Monica Blvd.,90401,34.0152942,-118.4965479
Tweegee,games_video,$3M,ISR,Ramat Gan,B.S.R 1,,32.037363,34.8003705
Telespree,software,$1M,USA,San Francisco,185 Berry Street,,37.777092,-122.391011
ConnectSolutions,enterprise,$10M,USA,San Francisco,731 Market Street,94103,37.580093,-122.347745
3scale,enterprise,$5M,ESP,Barcelona,"C/Napols 187, 8",08013,41.406335,2.192023
Pressmart,web,$6M,USA,Irvine,980 Roosevelt,92620,33.69361,-117.765492
Lolapps,web,$4M,USA,San Francisco,116 New Montgomery,94105,37.7870923,-122.3999719
Stylesight,fashion,$26M,USA,NEW YORK,25 W. 39TH STREET,10018,40.730763,-74.000827
Plastyc,finance,$2M,USA,New York,55 Broad Street,10004,,
Chegg,education,$252M,USA,Santa Clara,,,37.352313,-121.967982
Hangout Industries,games_video,$12M,USA,Boston,110 Chauncy Street,02111,42.352835,-71.0609612
InnerRewards,ecommerce,$1M,USA,San Francisco,731 Market Street,94103,37.78691,-122.404403
Finjan,enterprise,$32M,USA,New York,122 East 42nd Street,10168,37.37027,-121.924053
Inadco,advertising,$17M,USA,Palo Alto,445 Sherman Avenue,94306,41.889832,-87.626718
nCircle Network Security,software,$6M,USA,San Francisco,101 Second Street,94105,,
FetchBack,advertising,$1M,USA,Tempe,100 W University Drive,85281,33.426418,-111.9396
Idiro,software,$2M,IRL,,,,,
Buzzd,mobile,$4M,USA,New York,833 Broadway,10003,40.733928,-73.991334
Aruba Networks,,$45M,USA,Sunnyvale,1344 Crossman Ave.,94089-1113,37.412876,-122.008583
DealBase Corporation,web,$1M,USA,Manhattan Beach,1112 Ocean Drive,90266,37.5758867,-122.3277578
Cliqset,web,$2M,USA,Jacksonville,1450 Flagler Avenue,32207,30.310978,-81.657707
Metranome,mobile,$2M,CAN,Waterloo,515 Dotzert Ct #5,N2L 6A7,43.494754,-80.530888
Streamline Alliance,other,$1M,USA,,5039 Central Avenue,337108240,27.770937,-82.701882
OnVantage,software,$18M,USA,Santa Clara,3920 Freedom Circle,95054,,
Brightstorm,games_video,$6M,USA,San Francisco,"685 Market St. Street, Suite 270",94105,37.804619,-122.371203
Unigo,education,$2M,USA,New York,21 West 46th Street,10036,40.7568493,-73.9793465
Hollywood Interactive Group,web,$5M,USA,Los Angeles,,,34.052187,-118.243425
Infinity Pharmaceuticals,biotech,$156M,USA,Cambridge,780 Memorial Drive,02139,,
World Golf Tour,sports,$21M,USA,San Francisco,,94104,,
Microstaq,hardware,$17M,USA,Austin,4150 Freidrich Ln # A,78744,30.212566,-97.748221
Lifeblob,web,$1M,,,,,,
Cramster,web,$9M,USA,Pasadena,141 S Lake Ave,91101,34.147047,-118.148896
Bloglovin,web,$1M,SWE,Stockholm,,,,
Right90,software,$22M,USA,Foster City,4100 E. Third Ave,94404,37.571318,-122.267962
Sensicore,cleantech,$12M,,,,,,
Radio One Llama,games_video,$1M,USA,Champaign,,,40.1128,-88.271074
PCH International,hardware,$77M,CHN,Shenzen,"Block D&E, 4/F, Du Shi Ming Yuan",518010,,
Current Communications Group,web,$113M,USA,"Germantown,",20420 Century Boulevard,20874,39.193953,-77.266168
kankan,web,$5M,CHN,ShenZhen,High Tech Industrial Park South Region,518057,,
GeoCities,network_hosting,$40M,,,,,,
Radionomy,music,$6M,BEL,Brussels,Boulevard International 55 K,1070,50.831147,4.33511
Lucky Pai,ecommerce,$40M,CHN,Shanghai,,,,
MyShape,ecommerce,$28M,USA,Glendale,210 W. Lexington Drive,91203,34.141876,-118.132377
Kodiak Networks,mobile,$15M,USA,Plano,1501 10th Street,75074,33.012646,-96.692498
PlumChoice,consulting,$92M,USA,Billerica,5 Federal Street,01821,42.542356,-71.279966
Avaak,mobile,$17M,USA,San Diego,9645 Scranton Road,92121,32.897274,-117.201076
Mindjet,software,$15M,USA,San Francisco,1160 Battery Street East,94111,50.095312,9.049981
MXP4,games_video,$17M,FRA,Paris,54 Rue Paradis,75010,,
Reuters Real Estate,real_estate,$5M,,,,,,
PropertyBridge,software,$2M,USA,Oakland,475 14th Street,94612,,
Sailthru,public_relations,$48M,USA,New York,160 Varick St.,10013,40.738143,-74.008159
eriQoo,search,$40M,JPN,Tokyo,Roppongi 4-4-3-33,106-0032,,
SolFocus,cleantech,$211M,USA,San Jose,1841 Zanker Road,95112,37.3987372,-122.0497918
Netcontinuum,software,$15M,USA,Santa Clara,1705 Wyatt Drive,95054,,
Entellium,enterprise,$50M,MYS,Kuala Lumpur,,,3.15021,101.707703
ExactTarget,software,$246M,USA,Indianapolis,20 North Meridian Street,46204,39.7672093,-86.1580785
Viximo,web,$5M,USA,Cambridge,1 Camp Street,02140,42.398424,-71.130297
Siri,software,$24M,USA,San Jose,,,37.320052,-121.877636
Cloudera,enterprise,$141M,USA,Palo Alto,220 Portage Ave,94306,37.5783417,-122.3497546
Vuclip,photo_video,$27M,USA,Milpitas,1551 McCarthy Boulevard,95035,37.406027,-121.918642
Replicon,enterprise,$20M,CAN,"Calgary, Alberta",910 - 7th Avenue SW,T2P-3N8,,
ResearchGate,social,$35M,DEU,Berlin,Invalidenstr. 115,10115,52.5308516,13.3842605
MX Logic,security,$4M,USA,Englewood,9781 South Meridian Boulevard,80112,39.540323,-104.857271
Websense,software,$18M,USA,San Diego,10240 Sorrento Valley Rd,92121,32.890757,-117.211026
Apigee,enterprise,$107M,USA,Palo Alto,260 Sheridan Avenue,94306,37.369445,-121.967223
Webtab,mobile,$2M,USA,San Francisco,847 Sansome Street,94111,,
SolarCity,cleantech,$789M,USA,San Mateo,3055 Clearview Way,94402,37.563039,-122.277639
GotGame,games_video,$1M,USA,San Francisco,1 Bluxome Place,94107,37.77772,-122.395785
ReverbNation,software,$5M,USA,Durham,115 N Duke St.,27701,36.002893,-78.904075
Wishabi,ecommerce,$16M,CAN,Toronto,302 The East Mall,M9B 6C7,43.644678,-79.567221
Softricity,software,$15M,USA,Boston,27 Melcher Street,02210,,
Whale Communications,software,$15M,USA,Fort Lee,400 Kelby Street,07024,,
ClickShift,software,$6M,USA,San Bruno,1111 Bayhill Drive,94066,,
Emotive Communications,enterprise,$14M,USA,San Francisco,345 California Street,94104,,
Games2Win,games_video,$13M,IND,"Tardeo,Mumbai","42, Film Center,",,18.9742904,72.8127265
Dukky,analytics,$1M,USA,Mandeville,1200 West Causeway Approach,70471,29.973994,-90.082202
A10 Networks,network_hosting,$118M,USA,San Jose,3 W Plumeria Drive,95134,37.391198,-121.93393
SocialGO,social,$3M,GBR,London,Lyon House,SE1 1LB,51.5027669,-0.0925694
Ozone Media Solutions,web,$4M,IND,Mumbai,,,19.017656,72.856178
Diffbot,analytics,$2M,USA,Palo Alto,395 Page Mill Rd,94306,,
Netviewer,software,$24M,DEU,Karlsruhe,Erzbergerstrasse 17,76133,40.874708,-74.050836
RadarFind,mobile,$2M,USA,Morrisville,2100 Gateway Centre Blvd.,27560,35.8455929,-78.8012482
Newmerix,software,$7M,USA,Superior,1100 South McCaslin Blvd.,80027,39.944003,-105.16519
LucidLogix Technologies,software,$40M,ISR,Kfar Netter,Kfar Netter Industrial Park,40593,,
ObserveIT,security,$20M,ISR,Tel Aviv,"Kiriat Atidim, 7",69719,,
Next Jump,ecommerce,$45M,USA,New York,261 Fifth Avenue,10016,40.7451545,-73.9869549
VideoPros,consulting,$1M,,,,,,
JamLegend,games_video,$2M,,,,,,
First Solar,cleantech,$428M,USA,Tempe,,,,
Ketera,,$14M,USA,San Jose,"3055 Olin Avenue, Suite 2200",95128,,
TRX Systems,software,$2M,USA,Greenbelt,"7500 Greenway Center Dr.,",20770,38.9916581,-76.879257
kidthing,ecommerce,$3M,USA,Los Angeles,701 E. 3rd Street,90013,34.045845,-118.237811
Verismo Networks,games_video,$17M,USA,Mountain View,1451 Grant Road #200,94040,37.3874345,-122.051793
SLI Systems,web,$1M,USA,San Jose,333 W. San Carlos St.,95110,37.3183744,-122.0302814
Lookout,security,$131M,USA,San Francisco,One Front St,94111,,
GlobalCrypto,software,$1M,USA,Atlanta,75 5th Street NW,30308,33.776834,-84.3895875
Flipswap,mobile,$14M,USA,Torrance,21250 Hawthorne Blvd,90503,,
Cassatt,software,$15M,USA,San Jose,1740 Technology Drive,95110,,
Illumix Software,software,$3M,GBR,Guildford,Surrey Technology Centre,GU2 7YG,,
SpiceCSM,enterprise,$1M,USA,Potsdam,51 Main St,13676,44.6686534,-74.9822149
Autotask,software,$6M,USA,East Greenbush,26 Tech Valley Drive,12061,,
One True Media,games_video,$14M,USA,Redwood City,955 - A Charter Street,94063,37.485824,-122.212095
As It Is,network_hosting,$3M,USA,Buffalo,1231 Delaware Ave,14209,42.917329,-78.867993
Geomagic,software,$8M,USA,Durham,3200 East Hwy 54,27709,35.8962338,-78.8733184
Wild Brain,consulting,$30M,USA,Los Angeles,9150 Wilshire Ave,90212,34.064286,-118.372638
KIXEYE,games_video,$19M,USA,San Francisco,333 Bush Street,94104,,
Kynetx,software,$2M,USA,Lehi,3098 Executive Parkway,84043,40.4273613,-111.8967224
Twilio,enterprise,$104M,USA,San Francisco,"645 Harrison, 3rd Floor",94107,37.7898499,-122.4006831
Attenex,software,$5M,USA,Seattle,925 Fourth Avenue,98104-1125,,
Actus Digital,news,$2M,ISR,Tel-Aviv,24 Raoul Wallenberg St.,69419,,
Exanet,other,$18M,ISR,Ra'anana,4 Hacharoshet Street,43657,,
Clear Standards,cleantech,$4M,USA,Sterling,21335 Signal Ave,20164,39.024958,-77.389687
Zuberance,advertising,$12M,USA,San Carlos,628 El Camino Real,94070,37.506475,-122.259932
Darkstrand,software,$12M,,,,,,
LogMeIn,software,$20M,USA,Woburn,500 Unicorn Park Drive,01801,42.486535,-71.115413
Synthesio,software,$2M,GBR,London,50 Featherstone Street,EC1Y 8RT,,
LoopNet,ecommerce,$50M,USA,San Francisco,185 Berry Street,94107,37.7759421,-122.3931139
Fanminder,advertising,$1M,USA,San Francisco,625 Second Street,94107,37.3792486,-122.1151274
Virtual Bridges,software,$4M,USA,Austin,6300 Bridge Point Parkway,78730,30.27995,-97.807274
Baofeng,software,$15M,,,,,,
Canpages,search,$110M,CAN,British Columbia,One Innovation Place 2700,V5A 0C2,49.2599284,-122.9153695
hybris,enterprise,$30M,DEU,Muenchen,Nymphenburger Str. 86,80636,,
Air2Web,mobile,$25M,IND,Atlanta,"3424 Peachtree Street, N.E.",30326,,
Perfect Commerce,software,$30M,USA,Newport News,One Compass Way,23606,,
Azuro,semiconductor,$10M,USA,Santa Clara,5201 Great America Parkway,95054,37.406217,-121.976473
AppLabs,software,$10M,IND,Hyderabad,"Plot No. 83 & 84, Road # 2",500034,44.6672372,4.7694829
FeedHenry,enterprise,$9M,IRL,Waterford,ArcLabs Research & Innovation Building,Waterford,,
Ridemakerz,ecommerce,$23M,USA,Saint Louis,1930 Innerbelt Business Center Drive,63114,38.691084,-90.354532
Tableau Software,software,$15M,USA,Seattle,837 North 34th Street,98103,47.6504518,-122.3545086
Apprenda,enterprise,$31M,USA,Clifton Park,3 Corporate Drive,12065,42.856515,-73.782775
Vontu,software,$20M,USA,San Francisco,475 Sansome Street,94111,,
Total Prestige,network_hosting,$1M,,,,,,
StillSecure,security,$5M,USA,Superior,100 Superior Plaza Way,80027,39.956329,-105.164002
Rambus,semiconductor,$289M,USA,Los Altos,4440 El Camino Real,94022,,
OpSource,network_hosting,$49M,USA,Santa Clara,5201 Great America Parkway,95054,37.406217,-121.976473
Soma Networks,network_hosting,$51M,USA,San Francisco,650 Townsend Street,94103,37.7710402,-122.4026325
YieldBuild,advertising,$6M,USA,San Francisco,95 Minna St,94105-3029,37.7877967,-122.3989376
Ekahau,web,$22M,USA,Reston,1851 Alexander Bell,20191,37.2808523,-122.0031531
Modelinia,web,$5M,USA,New York,"915 Broadway,",10010,40.739867,-73.990024
SheZoom,network_hosting,$2M,USA,New York,335 Madison Avenue,10017,40.7538639,-73.9785086
Altierre,mobile,$60M,USA,San Jose,1980 Concourse Dr.,95131,37.3968262,-121.8957166
Novafora,software,$12M,USA,San Jose,2460 N 1st Street,,,
ScienceLogic,software,$30M,USA,Reston,10700 Parkridge Blvd.,20191,,
Clikthrough,software,$2M,USA,San Francisco,414 Jackson St.,94111,37.7965781,-122.4022856
SolarWinds,software,$218M,USA,Austin,3711 South MoPac Expressway,78746,30.245535,-97.805621
Manthan Systems,analytics,$47M,IND,Bangalore,"40/4 Lavelle Road,",560001,12.9708947,77.5976747
Radiance,network_hosting,$26M,,,,,,
e-Rewards,ecommerce,$60M,USA,,5800 Tennyson Parkway,Texas 75024,,
Alien Technology,semiconductor,$212M,USA,Morgan Hill,18220 Butterfield Blvd.,95037,37.141879,-121.655715
eBillme,ecommerce,$23M,USA,Rye Brook,"800 Westchester Ave.,",10573,,
Oberon Media,games_video,$36M,USA,New York,100 Broadway,10005,,
Mobilygen,semiconductor,$10M,USA,Santa Clara,2900 Lakeside Drive,95054,,
Green Apple Media,web,$132M,IRL,Dublin,14 - 16 Lord Edward St,D2,53.3438298,-6.2689465
Rudder,web,$2M,USA,Houston,3939 Essex Lane,77027,29.739322,-95.444747
eSpace,software,$2M,EGY,Alexandria,"2 Saint Genny Street, Kafr Abdou",,,
Envivio,software,$59M,USA,San Francisco,"400 Oyster Point Blvd., Suite 325",94080,37.665469,-122.38222
CouponCabin,web,$54M,USA,Whiting,,46394,42.052004,-88.144397
Hanger Network In-Home Media,advertising,$18M,USA,New York,1841 Broadway,10023,40.769375,-73.982635
JazzD Markets,web,$8M,USA,Ephrata,P.O. Box 458,17522-0458,40.1759417,-76.1667807
Altor Networks,security,$16M,USA,Redwood City,"350 Bridge Parkway, Suite 6",94065,37.530327,-122.257222
UiTV,public_relations,$15M,,,,,,
NTRglobal,enterprise,$34M,ESP,Barcelona,Diagonal Litoral,08019,,
N-Trig,hardware,$104M,ISR,Kfar Saba,"15 Atir Yeda Street, 2nd Floor",44643,,
RGB Networks,games_video,$52M,USA,Sunnyvale,390 West Java Drive,94089,37.4123706,-122.0216271
MyOtherDrive,games_video,$1M,USA,Dayton,130 W 2nd Street,45402,39.7605421,-84.1949463
Anystream,software,$59M,USA,Dulles,21000 Atlantic Boulevard,20166,39.035298,-77.430125
Aconex,software,$85M,AUS,Melbourne,96 Flinders Street,3000,-37.8161164,144.9715423
Conviva,software,$59M,USA,San Mateo,Two Waters Park Drive,94403,37.552806,-122.2916021
Vangard Voice Systems,enterprise,$5M,USA,Irvine,"9940 Research Drive,",92618,33.6298904,-117.7269415
Robotgalaxy,games_video,$12M,USA,New York,"41 Union Square West,",10003,40.737216,-73.990947
Klout,social,$40M,USA,San Francisco,77 Stillman St.,94103,34.0497638,-118.2474287
MT DIGITAL MEDIA,web,$32M,GBR,"Brentford , Middlesex",1000 Great West Road,TW8 9HH,,
Proofpoint,software,$59M,USA,Sunnyvale,892 Ross Drive,94089,37.400751,-122.031591
Highwinds,software,$312M,USA,Winter Park,807 W. Morse Boulevard,32789,28.597741,-81.3593329
Conject,software,$5M,DEU,Munich,ImplerstraÃŸe 11,,48.122962,11.5485907
IMT (Innovative Micro Technology),biotech,$22M,USA,Santa Barbara,75 robin hill road,93117,34.4356217,-119.8462682
Smart Destinations,travel,$13M,USA,Boston,"85 Merrimac Street,",02114,42.363496,-71.0613671
PixelFish,advertising,$8M,USA,Hawthorne,21250 Hawthorne Blvd,90503,33.84406,-118.322959
JAZD Markets,advertising,$8M,USA,Andover,"3 Dundee Park, Suite 102",01810,42.6555302,-71.1455618
Virident Systems,enterprise,$130M,USA,Milpitas,"500 E Yosemite Drive,",95035-5444,37.421692,-121.894156
Silver Spring Networks,network_hosting,$284M,USA,Redwood City,575 Broadway Street,94063,37.4858629,-122.2067269
