name,category_code,number_of_employees,total_money_raised,country_code,city,address,zip_code,latitude,longitude
Roundthird,games_video,3.0,$0,USA,St. Louis,1051 S. Big Bend Blvd.,63117,38.633586,-90.319021
scoyo,games_video,13.0,$0,DEU,Hamburg,GroÃŸer Burstah 50-52,20457,53.5622698,9.9490139
WorldWide Biggies,games_video,,$9M,USA,New York,545 West 45th Street,10036,,
Digital Nasties,games_video,10.0,$0,,,,,,
River Horse,games_video,3.0,$0,GBR,Wollaton (Nottingham),156 Russell Drive,NG8 2BE,52.955042,-1.217092
888 Holdings,games_video,931.0,$0,,,,,,
Chop or Champion,games_video,4.0,$0,,,,,,
MIDI Delight,games_video,1.0,$0,,,,,,
Adena Studios,games_video,,$0,USA,Raleigh-Durham,,,,
Meuzer,games_video,3.0,$0,USA,San Jose,,,37.320052,-121.877636
Two Way TV,games_video,,$0,GBR,London,The Media Centre 19 Bolsover Street,W1W 5NA,,
Mudlark,games_video,12.0,$0,GBR,Birmingham,19 Fazeley Studios,NG10 4LQ,,
Sunlight Digital,games_video,3.0,$0,,,,,,
DooTV limited,games_video,9.0,$0,,,,,,
Trezur,games_video,,$0,IRL,Dublin,,,53.344104,-6.2674937
Sony Online Entertainment,games_video,,$0,,,,,,
EPIX,games_video,,$0,USA,New York,1515 Broadway,10036,,
Sega,games_video,,$0,USA,San Francisco,350 Rhode Island Street,94103,,
Vevo,games_video,,$0,USA,New York,4 Times Square 25th Floor,10036,,
TubeChop,games_video,,$0,,,,,,
Musictoob,games_video,,$0,,,,,,
Sticher,games_video,,$100k,USA,San Francisco,Pier 9,94111,37.8093381,-122.4166061
Forterra Systems,games_video,,$1.2M,USA,San Mateo,"2207 Bridgepointe Parkway, Suite 200",94404,37.561576,-122.284173
BetKlub,games_video,3.0,€91k,FRA,Paris,17 rue EugÃ¨ne Varlin,75010,48.8787606,2.3639174
Tour Volume,games_video,2.0,$0,USA,California,1169 Redwood City,94061,,
Bandstocks,games_video,,$0,GBR,London,17 Shorts Gardens,WC2H 9AT,51.5142132,-0.1261853
uPlaya,games_video,,$0,,,,,,
THiNKmedia,games_video,,$0,,,,,,
Multiso Multimedia Solutions,games_video,1.0,$0,SVN,Celje,Oblakova 7,3000,46.2347396,15.2591055
WineDineTv,games_video,6.0,$0,,,,,,
GameTrailers,games_video,,$0,USA,Santa Monica,2600 Colorado Ave.,90404,,
Bigpoint,games_video,500.0,€420M,DEU,Hamburg,Drehbahn 47-48,20354,53.5973055,9.9762519
Exent,games_video,100.0,$3M,USA,New York,632 W. 28th St.,10001,40.7523796,-74.005568
Keen Software House,games_video,5.0,$0,GBR,London,145-157 St John Street,EC1V 4PY,51.5220763,-0.1153003
Grubby Games,games_video,,$0,,,,,,
Mondo Media,games_video,9.0,$0,USA,San Francisco,550 15TH ST,94103,37.764169,-122.402021
Video Game 911,games_video,7.0,$0,USA,Denville,411 East Main Street,07834,40.878656,-74.4800198
VIVA,games_video,,$40M,CHN,Beijing,"1019 Tower B, ChaoWai SOHO",,,
First Gaming Partners,games_video,,$0,,,,,,
CompuExpert,games_video,,$0,USA,Lake Forest,11 Rancho Circle,92630,33.6734916,-117.6686838
Digital Interactive,games_video,,$0,USA,Long Beach,444 West Ocean Boulevard,90802,33.766701,-118.197677
Gastronaut Studios,games_video,,$0,,,,,,
PopCap Games,games_video,,$22.5M,USA,Seattle,2401 4th Ave,98121,47.6161693,-122.3451897
Snowblind Studios,games_video,,$0,USA,Bothell,19801 North Creek Parkway,98011,47.7705495,-122.1861976
New Toy,games_video,,$0,GBR,London,The Tower Building,SE1 7NX,,
MindFuse,games_video,,$1M,,,,,,
Octopi,games_video,,$0,,,,,,
Bamboo Media Casting,games_video,,$0,USA,New York,847A Second Avenue,10017,,
Ph03nix New Media,games_video,,$1.1M,CAN,"Calgary, Alberta",,,,
SPOTI,games_video,6.0,$0,ESP,,,,,
Gigger,games_video,,$0,,,,,,
Kid Convos,games_video,2.0,$0,,,,,,
FacebookLicious!,games_video,30.0,$0,USA,Bear,"42 Paisley Street,",19701,39.612223,-75.696706
Midway Games,games_video,,$0,USA,Chicago,,,41.879535,-87.624333
The APP Company,games_video,5.0,$0,,,,,,
RepeatSeat,games_video,,$0,CAN,"Calgary, Alberta","6th Floor, 630 - 8th Avenue S.W.",T2P 1G6,,
Sauspiel,games_video,8.0,$0,DEU,Berlin,ReichenbergerstraÃŸe 113a,10999,52.4943074,13.434474
Film Annex,games_video,5.0,$0,USA,New York,,10011,40.7464969,-74.0094471
The WEB Channel Network,games_video,,$0,,,,,,
FremantleMedia Ventures,games_video,,$0,USA,New York,28 East 28th Street,10016,40.7439449,-73.9855424
California 7 Studios,games_video,,$0,USA,Los Angeles,3415 S Sepulveda Blvd,90034,,
Eyetronics,games_video,,$4.72M,BEL,,Kapeldreef 60,,,
Antix Labs,games_video,,$3M,GBR,Berkshire,200 Brook Drive,RG2 6UB,,
MechaWorks,games_video,,$0,USA,Sunnyvale,830 Stewart Dr,94087,37.383444,-122.009405
DJ Nitrogen,games_video,8.0,$0,USA,San Francisco,11 Lupine Avenue,94118,37.7841737,-122.4494082
Shape Games,games_video,,$0,USA,Alexandria,901 North Pitt str.,2231420,38.814208,-77.042423
G5 Entertainment,games_video,107.0,$0,UKR,Kharkov,"Moskovskiy prospekt, 179-B",61037,,
FragBrag,games_video,4.0,$0,,,,,,
Elephant Entertaiment,games_video,,$0,,,,,,
iPartyTV,games_video,,$0,,,,,,
Symposium Productions,games_video,,$0,,,,,,
Rev Media,games_video,,$0,USA,Dallas,,,,
Fictionaut,games_video,2.0,$0,USA,Astoria,32-14 42nd St,11103,40.7597951,-73.9161267
Tiny Speck,games_video,45.0,$17.2M,CAN,Vancouver,163 Hastings St W,BC V6B 1H5,49.2824551,-123.109217
My TV Shows,games_video,2.0,$0,PRT,Lisbon,Rua RosÃ¡lia de Castro,1700,38.7523672,-9.1462209
